Facies,Formation,Well Name,Depth,RHOB,DT,CGR,NPHI,PEF,MSFL,LLD
6,Dato_formacion,,4185.9024,2.723217,47.525913,6,0.047955,3.635676,346.57908,412.966744
6,Dato_formacion,,4186.0548,2.722922,47.804839,7.06251,0.050045,3.58891,493.180186,439.082248
6,Dato_formacion,,4186.2072,2.722269,48.272462,6.72233,0.051524,3.559051,545.534716,456.086287
6,Dato_formacion,,4186.3596,2.718944,48.587878,6.538167,0.051616,3.602813,542.864744,459.116495
6,Dato_formacion,,4186.512,2.716447,48.544128,6.600873,0.05236,3.618334,502.308377,423.984437
6,Dato_formacion,,4186.6644,2.713949,48.255584,6.50564,0.053416,3.625046,409.864927,361.605699
6,Dato_formacion,,4186.8168,2.710033,47.974683,6,0.054302,3.654797,280.779327,277.490536
6,Dato_formacion,,4186.9692,2.696186,48.069494,6,0.056009,3.805183,174.63877,199.296562
6,Dato_formacion,,4187.1216,2.703622,47.971165,6,0.056009,3.700153,198.648659,229.838174
6,Dato_formacion,,4187.274,2.713928,47.972553,6.000001,0.049856,3.715131,154.527298,184.340303
6,Dato_formacion,,4187.4264,2.723674,47.885036,6.035377,0.043089,3.753287,220.595533,253.720883
6,Dato_formacion,,4187.5788,2.732725,47.967692,6.544484,0.037485,3.775769,374.388726,356.994349
6,Dato_formacion,,4187.7312,2.7407,48.219967,6.59286,0.036839,3.682642,572.594546,501.496628
6,Dato_formacion,,4187.8836,2.743112,48.379888,6.226995,0.038308,3.610525,663.356137,642.886571
6,Dato_formacion,,4188.036,2.741736,48.356488,6.024408,0.039775,3.588507,625.791933,715.403221
6,Dato_formacion,,4188.1884,2.738437,48.276642,6,0.041555,3.588246,627.929414,743.056156
6,Dato_formacion,,4188.3408,2.739668,48.082278,6.30759,0.04335,3.529158,708.821319,792.267371
6,Dato_formacion,,4188.4932,2.7409,47.94239,6.032965,0.04391,3.497026,794.353027,840.690885
6,Dato_formacion,,4188.6456,2.738622,48.047723,6,0.044744,3.506834,739.540552,902.711573
6,Dato_formacion,,4188.798,2.738503,48.355967,6,0.045608,3.486315,665.418312,975.057898
6,Dato_formacion,,4188.9504,2.738088,48.828956,6,0.045853,3.485701,626.990135,899.7643
6,Dato_formacion,,4189.1028,2.733304,49.133776,6.000044,0.046889,3.52489,473.277326,750.053322
6,Dato_formacion,,4189.2552,2.735899,49.397474,6.000001,0.049729,3.414418,342.800194,524.340434
6,Dato_formacion,,4189.4076,2.733324,49.453496,6,0.053207,3.359646,252.524234,393.42861
6,Dato_formacion,,4189.56,2.726888,49.46468,6,0.058092,3.322121,231.281318,364.665107
6,Dato_formacion,,4189.7124,2.723578,49.673088,6,0.059439,3.332495,224.239658,365.147859
5,Dato_formacion,,4189.8648,2.698596,49.993951,6,0.06638,3.500022,237.595094,380.699844
5,Dato_formacion,,4190.0172,2.680453,50.125233,6,0.076547,3.488993,252.205985,413.316226
5,Dato_formacion,,4190.1696,2.672521,50.243867,6,0.079963,3.511872,293.453442,489.582991
5,Dato_formacion,,4190.322,2.673765,50.186995,6,0.08131,3.45862,317.601783,537.516385
5,Dato_formacion,,4190.4744,2.690256,49.999517,6,0.073332,3.436146,338.970391,538.048201
5,Dato_formacion,,4190.6268,2.714221,49.819803,6,0.06631,3.283835,316.327808,517.175942
6,Dato_formacion,,4190.7792,2.730638,49.848168,6.00003,0.060431,3.209907,331.284207,426.845088
6,Dato_formacion,,4190.9316,2.735849,49.968911,6,0.058959,3.176898,382.653067,390.1888
6,Dato_formacion,,4191.084,2.731873,50.158132,6.010849,0.059189,3.225627,401.317764,431.520093
5,Dato_formacion,,4191.2364,2.724952,50.208388,6,0.060406,3.291313,401.144259,485.460142
5,Dato_formacion,,4191.3888,2.71929,49.974439,6.000011,0.064036,3.273103,378.932964,649.463007
5,Dato_formacion,,4191.5412,2.716481,49.584568,6.000003,0.063938,3.314819,423.176171,764.244199
5,Dato_formacion,,4191.6936,2.724584,49.148487,6.000003,0.063938,3.202712,421.746705,752.002811
5,Dato_formacion,,4191.846,2.728882,49.12142,6,0.061573,3.205032,435.965248,785.440803
5,Dato_formacion,,4191.9984,2.731574,49.076327,6.000001,0.060109,3.205991,469.226612,868.630269
6,Dato_formacion,,4192.1508,2.737751,48.867814,6.000002,0.05772,3.182965,508.344668,934.155433
6,Dato_formacion,,4192.3032,2.740095,48.678439,6,0.055216,3.216504,595.926396,1105.136593
6,Dato_formacion,,4192.4556,2.741161,48.418453,6.000001,0.054612,3.217754,679.131412,1233.862047
6,Dato_formacion,,4192.608,2.739646,48.451428,6,0.055444,3.216988,622.13684,1116.790007
5,Dato_formacion,,4192.7604,2.736464,48.780638,6.000001,0.057171,3.215724,451.69051,784.445109
5,Dato_formacion,,4192.9128,2.729766,48.996075,6.000001,0.060866,3.212266,341.14461,576.555545
5,Dato_formacion,,4193.0652,2.726191,48.754424,6,0.062786,3.211792,367.759084,628.378746
5,Dato_formacion,,4193.2176,2.716963,48.905648,6,0.063139,3.330116,354.719602,584.572301
5,Dato_formacion,,4193.37,2.703901,49.17662,6.000003,0.063488,3.502959,309.529131,482.127603
5,Dato_formacion,,4193.5224,2.694568,48.988826,6,0.063325,3.638446,360.362106,526.203285
3,Dato_formacion,,4193.6748,2.673353,48.889611,6.000001,0.062836,3.953323,466.512686,581.205921
3,Dato_formacion,,4193.8272,2.67532,48.853391,6.001045,0.058311,4.044705,517.8136,634.659446
3,Dato_formacion,,4193.9796,2.675289,48.856699,6,0.058328,4.044687,523.468573,651.33879
3,Dato_formacion,,4194.132,2.660229,49.482375,6,0.058328,4.262223,357.550288,445.147489
3,Dato_formacion,,4194.2844,2.66023,49.479838,6.00001,0.058327,4.262224,437.656634,544.553453
3,Dato_formacion,,4194.4368,2.660915,49.447977,6.00001,0.058462,4.248632,420.896592,523.693627
3,Dato_formacion,,4194.5892,2.660771,49.334499,6.00001,0.058544,4.248521,416.711024,511.962673
3,Dato_formacion,,4194.7416,2.66219,49.275717,6.00001,0.058544,4.227935,370.77552,455.599562
3,Dato_formacion,,4194.894,2.67357,49.233226,6.004758,0.057307,4.096729,564.10825,715.483216
3,Dato_formacion,,4195.0464,2.678621,49.062348,6.057726,0.056518,4.045175,658.600869,808.835085
4,Dato_formacion,,4195.1988,2.679256,49.147505,6.149493,0.052616,4.139379,795.692474,916.330563
4,Dato_formacion,,4195.3512,2.695608,48.26343,6.000155,0.048068,4.023902,854.237704,874.618866
4,Dato_formacion,,4195.5036,2.687654,48.585355,6.160178,0.0482,4.134307,842.254224,801.205547
4,Dato_formacion,,4195.656,2.684029,48.715102,6.160178,0.0482,4.186339,693.144737,749.637594
4,Dato_formacion,,4195.8084,2.69101,48.607488,6.160178,0.043505,4.209275,586.497897,595.513471
4,Dato_formacion,,4195.9608,2.690052,48.614186,6.160178,0.044047,4.20857,452.015569,473.391092
4,Dato_formacion,,4196.1132,2.690342,48.814502,7.193787,0.038816,4.342828,336.949895,308.260921
4,Dato_formacion,,4196.2656,2.697013,48.471894,6.032006,0.040751,4.193655,293.856045,324.681481
4,Dato_formacion,,4196.418,2.710324,48.279494,6.000326,0.034546,4.167164,362.861684,407.682087
6,Dato_formacion,,4196.5704,2.726249,47.767701,6.000429,0.032438,3.99552,682.670328,682.743219
6,Dato_formacion,,4196.7228,2.730907,47.312115,6.727001,0.040294,3.730538,1350.909904,984.128106
6,Dato_formacion,,4196.8752,2.739788,47.045098,6.727001,0.035968,3.718484,1519.442527,1034.758945
6,Dato_formacion,,4197.0276,2.744529,46.858961,6.727001,0.035968,3.652679,1518.750035,1033.055719
6,Dato_formacion,,4197.18,2.758084,46.498695,6.742621,0.028348,3.66086,1512.101777,1022.938422
6,Dato_formacion,,4197.3324,2.75541,46.591002,6.742621,0.028348,3.697773,1512.661148,1023.186368
6,Dato_formacion,,4197.4848,2.75983,46.53032,6.614943,0.028412,3.634954,1727.603814,1195.373887
6,Dato_formacion,,4197.6372,2.758912,46.565804,6.614943,0.028412,3.647609,1734.906927,1218.41629
6,Dato_formacion,,4197.7896,2.758912,46.565804,6.614943,0.028412,3.647609,1335.994254,1024.900321
6,Dato_formacion,,4197.942,2.757122,46.542118,6.48051,0.031452,3.594265,1298.440681,1029.449564
6,Dato_formacion,,4198.0944,2.752599,46.439486,6.000162,0.037871,3.490483,1133.950011,1291.154751
6,Dato_formacion,,4198.2468,2.752599,46.439486,6.000162,0.037871,3.490483,1133.822508,1291.154751
6,Dato_formacion,,4198.3992,2.752243,46.364259,6.000233,0.038068,3.490234,1071.384242,1212.563153
6,Dato_formacion,,4198.5516,2.765501,46.289868,6,0.038855,3.288739,933.121222,1031.591369
6,Dato_formacion,,4198.704,2.764034,46.138089,6,0.039657,3.287978,804.134673,958.444631
6,Dato_formacion,,4198.8564,2.767288,46.029243,6,0.037855,3.289666,805.55432,947.835378
6,Dato_formacion,,4199.0088,2.766314,45.827974,6,0.038398,3.289041,818.896595,931.084609
6,Dato_formacion,,4199.1612,2.762921,45.878829,6.000002,0.04065,3.277425,801.20296,917.330113
6,Dato_formacion,,4199.3136,2.762016,46.270268,6.000001,0.039267,3.325742,751.329682,809.470933
6,Dato_formacion,,4199.466,2.760756,46.687913,6,0.039963,3.324869,684.429602,693.04945
6,Dato_formacion,,4199.6184,2.76597,46.96499,6,0.040016,3.252424,597.815955,653.313181
6,Dato_formacion,,4199.7708,2.771066,46.976605,6.000001,0.03994,3.185195,566.517392,636.337139
6,Dato_formacion,,4199.9232,2.766913,46.840778,6,0.042222,3.183161,530.651754,700.103255
6,Dato_formacion,,4200.0756,2.763517,47.049296,6,0.045462,3.146464,493.412963,669.605135
6,Dato_formacion,,4200.228,2.758701,47.324698,6,0.04846,3.135149,452.620438,631.157026
6,Dato_formacion,,4200.3804,2.758866,47.640347,6,0.048367,3.135337,462.982455,671.507932
6,Dato_formacion,,4200.5328,2.752979,47.838029,6,0.050646,3.157208,481.247581,709.850243
6,Dato_formacion,,4200.6852,2.748468,48.323814,6.000001,0.053129,3.154993,498.81954,778.235722
5,Dato_formacion,,4200.8376,2.729716,48.140409,6.000008,0.065119,3.102995,555.002404,906.511894
5,Dato_formacion,,4200.99,2.719152,48.348831,6,0.064349,3.2689,555.10623,866.641701
5,Dato_formacion,,4201.1424,2.696634,48.71868,6,0.073959,3.330971,509.409926,792.972118
5,Dato_formacion,,4201.2948,2.689273,49.108197,6,0.074386,3.423195,466.848171,738.209666
5,Dato_formacion,,4201.4472,2.676403,49.682509,6,0.074386,3.604995,721.546685,1158.021845
5,Dato_formacion,,4201.5996,2.674157,49.775333,6.000001,0.075498,3.606529,414.639402,647.66722
5,Dato_formacion,,4201.752,2.681587,49.807473,6.000001,0.069851,3.649946,414.906783,642.335612
5,Dato_formacion,,4201.9044,2.691562,49.577765,6.000001,0.056672,3.856298,559.175034,824.146092
6,Dato_formacion,,4202.0568,2.705917,49.221766,6.082304,0.045378,3.947484,728.454825,984.94961
6,Dato_formacion,,4202.2092,2.719511,48.961245,6,0.040617,3.879162,670.159826,945.429889
6,Dato_formacion,,4202.3616,2.715697,48.925758,6,0.041796,3.901734,540.307943,729.785461
6,Dato_formacion,,4202.514,2.713211,48.776839,6,0.040873,3.960595,510.175941,656.256516
4,Dato_formacion,,4202.6664,2.703211,48.652449,6.000018,0.042004,4.072623,482.620092,574.779612
4,Dato_formacion,,4202.8188,2.697014,48.741538,6.000018,0.042004,4.160979,341.938467,398.560863
4,Dato_formacion,,4202.9712,2.697598,48.537261,6.000429,0.042774,4.133843,366.005987,423.786995
4,Dato_formacion,,4203.1236,2.68914,48.762606,6.000429,0.046995,4.144065,340.788279,402.032646
4,Dato_formacion,,4203.276,2.68604,48.700442,6.000429,0.048775,4.141645,321.194571,379.832608
4,Dato_formacion,,4203.4284,2.684657,48.73236,6.000006,0.049567,4.140602,309.546665,368.198258
4,Dato_formacion,,4203.5808,2.689629,48.524073,6.000006,0.051753,4.01186,280.324921,338.242341
4,Dato_formacion,,4203.7332,2.691096,48.471248,7.24855,0.052641,3.969255,243.387051,245.185954
4,Dato_formacion,,4203.8856,2.68798,48.557608,7.450342,0.054431,3.966316,175.168913,158.014106
4,Dato_formacion,,4204.038,2.683512,48.718672,11.398139,0.058145,3.93378,128.705314,100.927924
4,Dato_formacion,,4204.1904,2.682785,48.860386,15.207847,0.05938,3.917434,97.459797,72.39826
4,Dato_formacion,,4204.3428,2.684637,48.861656,16.603385,0.057943,3.932553,101.479152,70.410824
6,Dato_formacion,,4204.4952,2.69347,48.956604,17.176428,0.056387,3.851727,120.545205,76.323009
6,Dato_formacion,,4204.6476,2.703958,49.190171,16.28935,0.053441,3.781062,141.74403,86.527002
6,Dato_formacion,,4204.8,2.709862,49.381835,16.474427,0.050038,3.786881,137.7444,84.601309
6,Dato_formacion,,4204.9524,2.714704,49.705971,16.506061,0.052846,3.644756,93.290637,69.562553
6,Dato_formacion,,4205.1048,2.712285,49.857304,16.566278,0.057537,3.555021,65.369366,57.14191
6,Dato_formacion,,4205.2572,2.709301,49.882372,17.330131,0.060054,3.533047,83.563073,64.524155
5,Dato_formacion,,4205.4096,2.70688,49.897842,16.089536,0.060302,3.560593,131.432023,85.833689
6,Dato_formacion,,4205.562,2.706721,49.991409,13.156709,0.059214,3.58434,171.80072,117.829663
6,Dato_formacion,,4205.7144,2.70618,50.129413,9.542394,0.059024,3.592332,175.691732,168.809355
6,Dato_formacion,,4205.8668,2.707605,50.179388,7.272631,0.05962,3.55301,162.547683,212.822017
6,Dato_formacion,,4206.0192,2.709311,49.967761,6.355637,0.061293,3.483925,159.470461,238.17935
5,Dato_formacion,,4206.1716,2.70789,49.441221,6.505146,0.064322,3.425584,202.018299,288.189159
5,Dato_formacion,,4206.324,2.69583,48.948058,7.133818,0.071951,3.396577,318.973122,358.459079
5,Dato_formacion,,4206.4764,2.677809,48.763522,6.907974,0.081444,3.400129,357.923392,414.942619
5,Dato_formacion,,4206.6288,2.666832,48.774493,6.000003,0.087631,3.389725,291.761079,439.879575
5,Dato_formacion,,4206.7812,2.666813,48.796402,6.000002,0.087641,3.389717,290.643473,441.462606
5,Dato_formacion,,4206.9336,2.685785,48.687753,6,0.081151,3.293459,276.14351,427.850277
5,Dato_formacion,,4207.086,2.703027,48.875719,6,0.071583,3.303071,193.024672,215.829825
6,Dato_formacion,,4207.2384,2.729559,49.086953,6.000029,0.062802,3.160313,58.921372,84.617445
6,Dato_formacion,,4207.3908,2.738519,49.628181,8.291368,0.057581,3.171523,25.443715,35.144349
6,Dato_formacion,,4207.5432,2.736876,49.852455,13.623541,0.05927,3.158274,23.492724,29.829665
6,Dato_formacion,,4207.6956,2.736347,50.149064,19.616567,0.063886,3.055424,38.440873,35.090436
5,Dato_formacion,,4207.848,2.72027,50.500528,22.859288,0.068669,3.167146,85.889178,51.904663
5,Dato_formacion,,4208.0004,2.701388,50.721182,15.562675,0.074886,3.255699,153.924658,93.718304
5,Dato_formacion,,4208.1528,2.687556,50.479561,11.104141,0.086396,3.140315,273.969085,174.546805
5,Dato_formacion,,4208.3052,2.678783,50.210187,8.800031,0.08702,3.242421,373.694362,294.151415
5,Dato_formacion,,4208.4576,2.682426,49.785904,6.343642,0.085045,3.237007,355.555294,562.980574
5,Dato_formacion,,4208.61,2.687023,49.616,6,0.082548,3.237296,340.589729,599.495149
5,Dato_formacion,,4208.7624,2.684906,49.829203,6.000006,0.081473,3.296119,270.275007,468.877681
5,Dato_formacion,,4208.9148,2.676055,49.688424,6,0.085376,3.317287,223.89214,365.940729
5,Dato_formacion,,4209.0672,2.665036,49.636132,6.00003,0.087509,3.416291,285.626458,460.96086
5,Dato_formacion,,4209.2196,2.654606,49.611522,6,0.088405,3.541798,368.554198,581.169075
5,Dato_formacion,,4209.372,2.632621,49.888448,6.001095,0.099974,3.548153,411.334153,652.675852
5,Dato_formacion,,4209.5244,2.622893,50.201391,6.000001,0.104712,3.561261,403.405434,659.306606
5,Dato_formacion,,4209.6768,2.622839,49.874103,6.000001,0.104712,3.562046,415.197629,655.4048
5,Dato_formacion,,4209.8292,2.638167,50.02169,6.000006,0.09486,3.605138,511.298073,817.113682
5,Dato_formacion,,4209.9816,2.650165,50.168725,6.000001,0.08395,3.723891,505.990822,816.347483
5,Dato_formacion,,4210.134,2.661426,50.133028,6,0.077323,3.739259,445.863138,722.885896
5,Dato_formacion,,4210.2864,2.663994,50.132073,6,0.075861,3.741027,408.62897,656.175093
5,Dato_formacion,,4210.4388,2.661004,50.158749,6,0.074933,3.808496,414.938959,651.698201
3,Dato_formacion,,4210.5912,2.652609,50.051151,6.000001,0.072819,3.985608,444.791963,643.992777
3,Dato_formacion,,4210.7436,2.634222,50.129058,6,0.083026,3.979289,521.530503,583.674309
3,Dato_formacion,,4210.896,2.611598,50.333669,6,0.096011,3.960772,560.381586,604.372575
3,Dato_formacion,,4211.0484,2.591131,50.928749,6.002397,0.103122,4.069859,563.43804,684.389114
3,Dato_formacion,,4211.2008,2.573713,51.387229,6.002397,0.113264,4.051864,587.594869,741.533072
3,Dato_formacion,,4211.3532,2.580063,51.212742,7.008759,0.108232,4.099431,787.388019,668.577681
3,Dato_formacion,,4211.5056,2.583944,51.393757,7.254469,0.100483,4.253744,654.179456,526.869077
3,Dato_formacion,,4211.658,2.580966,51.332408,6.000008,0.105535,4.157197,338.03277,374.887927
3,Dato_formacion,,4211.8104,2.590012,51.323319,6.00069,0.109613,3.903864,149.912318,222.905008
5,Dato_formacion,,4211.9628,2.605087,50.849809,6.000012,0.109595,3.688724,113.563339,183.122862
5,Dato_formacion,,4212.1152,2.639182,50.800155,6.302407,0.092726,3.648571,121.528228,192.875383
5,Dato_formacion,,4212.2676,2.646338,49.804469,6.000013,0.089747,3.624574,139.998525,203.5096
5,Dato_formacion,,4212.42,2.654993,49.635102,6,0.086962,3.574661,135.178857,200.766386
5,Dato_formacion,,4212.5724,2.65985,49.73515,6.000001,0.084178,3.579457,145.693504,219.417206
5,Dato_formacion,,4212.7248,2.664754,49.870905,6.644657,0.080575,3.605551,205.508461,267.123018
5,Dato_formacion,,4212.8772,2.672102,49.86154,7.876931,0.076581,3.610109,286.729727,293.803382
5,Dato_formacion,,4213.0296,2.684643,49.68897,7.991123,0.071827,3.558055,299.501799,297.519166
5,Dato_formacion,,4213.182,2.699444,49.423165,7.730048,0.067242,3.470831,248.668776,277.413513
5,Dato_formacion,,4213.3344,2.713951,49.18993,7.323268,0.062871,3.381095,194.548784,242.766647
6,Dato_formacion,,4213.4868,2.724499,49.07904,6.511515,0.060231,3.299043,151.592406,215.299702
6,Dato_formacion,,4213.6392,2.725839,49.034624,6.402936,0.060959,3.26144,148.290974,217.1406
5,Dato_formacion,,4213.7916,2.710566,48.991888,6.942754,0.067641,3.302837,193.637478,256.031674
5,Dato_formacion,,4213.944,2.680912,48.952384,6.000011,0.079308,3.40956,193.930749,289.52221
5,Dato_formacion,,4214.0964,2.660481,49.278007,6,0.094563,3.294379,166.045293,262.866806
5,Dato_formacion,,4214.2488,2.640336,49.75883,6.000001,0.102922,3.35979,158.887834,261.906498
5,Dato_formacion,,4214.4012,2.634148,49.962408,6,0.106326,3.356517,199.22125,334.665093
5,Dato_formacion,,4214.5536,2.634148,49.979533,6,0.106326,3.356517,252.812568,432.634401
5,Dato_formacion,,4214.706,2.644576,49.765682,6.538232,0.106557,3.202924,319.764628,478.302589
5,Dato_formacion,,4214.8584,2.6613,49.462256,6.690873,0.099759,3.148094,406.82332,535.812506
5,Dato_formacion,,4215.0108,2.670613,49.222479,6.602174,0.091733,3.228974,483.595224,614.332645
5,Dato_formacion,,4215.1632,2.671955,49.03528,6.222702,0.084551,3.398959,474.229461,687.294792
5,Dato_formacion,,4215.3156,2.678104,48.880694,6,0.079471,3.445331,418.816077,640.641736
5,Dato_formacion,,4215.468,2.688943,48.715886,6,0.073688,3.444571,400.125994,599.454105
5,Dato_formacion,,4215.6204,2.688649,48.568101,6,0.067008,3.624494,475.8198,657.324616
5,Dato_formacion,,4215.7728,2.687219,48.871264,6,0.066946,3.646375,401.280583,565.99301
5,Dato_formacion,,4215.9252,2.688931,49.470033,6,0.067628,3.604283,227.989837,336.989167
5,Dato_formacion,,4216.0776,2.684937,49.651258,6,0.06931,3.616321,205.079358,305.668129
5,Dato_formacion,,4216.23,2.67812,49.473829,6,0.06862,3.731209,241.027416,343.09401
5,Dato_formacion,,4216.3824,2.663893,49.341228,6.819872,0.0733,3.811325,283.353233,322.064031
3,Dato_formacion,,4216.5348,2.649321,49.522627,7.644981,0.07486,3.98098,337.501819,273.857616
5,Dato_formacion,,4216.6872,2.648521,49.664041,7.644981,0.078998,3.882258,351.705897,305.121033
6,Dato_formacion,,4216.8396,2.653329,50.015435,8.884351,0.07944,3.787424,362.493696,261.32383
5,Dato_formacion,,4216.992,2.668248,50.17056,7.053124,0.074272,3.721086,225.703356,267.34144
6,Dato_formacion,,4217.1444,2.690353,50.02231,6.004264,0.065845,3.625068,194.371264,280.355809
6,Dato_formacion,,4217.2968,2.712126,49.64589,6.069307,0.056193,3.571358,215.785967,302.596608
6,Dato_formacion,,4217.4492,2.73325,49.213362,6.462387,0.04691,3.521074,241.333687,320.989056
6,Dato_formacion,,4217.6016,2.7422,48.992207,6,0.043079,3.49473,213.348262,299.411195
6,Dato_formacion,,4217.754,2.735866,49.213735,6.000414,0.045323,3.522899,150.060597,202.720061
6,Dato_formacion,,4217.9064,2.723391,49.374107,6.000016,0.050046,3.576563,83.584543,113.558117
6,Dato_formacion,,4218.0588,2.717453,50.576279,6.000016,0.050046,3.659505,148.578212,227.106114
6,Dato_formacion,,4218.2112,2.687472,50.084443,7.091162,0.054961,3.95038,50.671853,60.379695
4,Dato_formacion,,4218.3636,2.680912,50.081033,14.070779,0.051331,4.147588,38.012873,35.795469
4,Dato_formacion,,4218.516,2.678004,49.797725,31.247391,0.056727,4.0856,38.258019,27.020237
4,Dato_formacion,,4218.6684,2.68548,50.375393,39.652869,0.047307,4.242815,39.442258,23.959014
4,Dato_formacion,,4218.8208,2.693216,50.169789,42.509538,0.048644,4.102144,34.76368,21.438087
4,Dato_formacion,,4218.9732,2.700607,49.777361,42.870808,0.049649,3.971189,35.406684,21.53883
4,Dato_formacion,,4219.1256,2.697851,49.724103,42.435004,0.054322,3.888804,36.566991,22.055807
4,Dato_formacion,,4219.278,2.696555,49.487982,37.658469,0.055925,3.85635,43.086518,25.938987
4,Dato_formacion,,4219.4304,2.698081,49.19739,30.847627,0.053086,3.896989,55.166597,33.522
4,Dato_formacion,,4219.5828,2.691372,49.060981,20.459882,0.055296,3.917374,100.206847,60.72265
4,Dato_formacion,,4219.7352,2.692751,49.11401,15.43144,0.053374,3.937599,134.115264,88.049564
4,Dato_formacion,,4219.8876,2.692727,49.236431,10.800373,0.052015,3.961379,134.336858,113.216862
6,Dato_formacion,,4220.04,2.698429,49.131311,8.53234,0.049816,3.938841,158.030852,153.552967
6,Dato_formacion,,4220.1924,2.707485,48.751511,8.038054,0.04801,3.858501,229.656646,218.475936
6,Dato_formacion,,4220.3448,2.713492,48.407066,7.836181,0.047512,3.786964,286.794654,265.730708
6,Dato_formacion,,4220.4972,2.722127,48.232522,7.557421,0.047437,3.667113,266.478087,265.813104
6,Dato_formacion,,4220.6496,2.729532,48.122886,7.669117,0.048647,3.532076,197.1926,204.810545
6,Dato_formacion,,4220.802,2.728492,48.238596,10.681043,0.049747,3.522321,141.13808,122.10016
6,Dato_formacion,,4220.9544,2.724912,48.311845,16.64059,0.057921,3.368247,93.028466,68.019267
6,Dato_formacion,,4221.1068,2.713388,48.965401,24.165077,0.065778,3.336801,50.871843,38.330684
6,Dato_formacion,,4221.2592,2.700042,49.82606,36.122096,0.074767,3.308027,32.900541,23.621793
5,Dato_formacion,,4221.4116,2.688358,50.326557,44.119695,0.082692,3.278415,28.856232,19.336085
5,Dato_formacion,,4221.564,2.685121,50.6228,47.546386,0.088283,3.18186,29.665675,18.537695
5,Dato_formacion,,4221.7164,2.686207,51.257497,49.097313,0.087731,3.185201,28.837045,17.918823
5,Dato_formacion,,4221.8688,2.68856,51.873316,50.732911,0.087116,3.173597,27.389037,17.141536
5,Dato_formacion,,4222.0212,2.68825,52.309545,51.897511,0.087527,3.170225,27.149631,16.771498
5,Dato_formacion,,4222.1736,2.686523,52.586179,51.984571,0.088181,3.17747,27.052745,16.74667
5,Dato_formacion,,4222.326,2.684831,52.7594,51.272255,0.088508,3.190331,26.902472,16.92396
5,Dato_formacion,,4222.4784,2.685841,52.836961,49.956598,0.087134,3.210161,28.236166,17.618556
5,Dato_formacion,,4222.6308,2.687932,52.844317,47.753578,0.084902,3.236438,30.513462,18.82575
5,Dato_formacion,,4222.7832,2.68815,52.804401,43.558323,0.083808,3.252599,31.357787,20.592659
6,Dato_formacion,,4222.9356,2.687742,52.5933,35.334628,0.083209,3.254487,28.381838,22.879823
6,Dato_formacion,,4223.088,2.686129,52.18322,26.117949,0.082463,3.278553,24.157085,25.956158
5,Dato_formacion,,4223.2404,2.685852,51.492028,20.108121,0.079681,3.347586,25.130297,28.646019
6,Dato_formacion,,4223.3928,2.691078,51.010636,18.289895,0.071168,3.496281,38.044045,39.050505
6,Dato_formacion,,4223.5452,2.704359,50.504169,17.67659,0.060512,3.591607,85.51777,56.448956
6,Dato_formacion,,4223.6976,2.719856,49.82859,14.46204,0.054152,3.53679,163.238579,103.112002
6,Dato_formacion,,4223.85,2.726633,49.231919,11.344916,0.047106,3.620306,262.71481,163.572393
6,Dato_formacion,,4224.0024,2.727397,48.73283,9.728261,0.044796,3.667082,337.775881,225.122827
6,Dato_formacion,,4224.1548,2.719157,48.510671,7.118898,0.04711,3.717741,314.902047,315.355894
6,Dato_formacion,,4224.3072,2.705593,48.570769,6.000001,0.051582,3.789701,252.806234,329.637055
6,Dato_formacion,,4224.4596,2.696239,48.793331,6.000001,0.055977,3.806084,191.182177,248.052077
6,Dato_formacion,,4224.612,2.688678,49.00339,6,0.055044,3.937948,154.682436,196.412577
4,Dato_formacion,,4224.7644,2.685671,49.033087,6.000001,0.054394,3.998029,165.656394,207.640974
4,Dato_formacion,,4224.9168,2.687444,48.91844,6.000095,0.052944,4.010696,231.984323,287.123422
4,Dato_formacion,,4225.0692,2.695619,48.716573,6.000001,0.046126,4.072831,311.592996,370.7092
4,Dato_formacion,,4225.2216,2.694511,48.840438,6.000001,0.042692,4.178633,355.355956,415.158448
4,Dato_formacion,,4225.374,2.696148,48.698855,6.000013,0.042829,4.151591,253.713963,294.327344
4,Dato_formacion,,4225.5264,2.695629,48.684981,6.000001,0.044525,4.113906,189.384409,219.537828
4,Dato_formacion,,4225.6788,2.698827,48.635303,6.000001,0.042665,4.114866,151.180941,168.995923
4,Dato_formacion,,4225.8312,2.698827,49.140282,6.000001,0.042665,4.114866,166.835762,194.975391
4,Dato_formacion,,4225.9836,2.709902,49.186668,6.000111,0.034841,4.16475,118.625145,141.953252
6,Dato_formacion,,4226.136,2.734713,50.122122,6.000111,0.036115,3.781653,93.403266,136.431847
6,Dato_formacion,,4226.2884,2.732151,50.205669,6.000111,0.036868,3.797668,82.925679,121.020196
6,Dato_formacion,,4226.4408,2.731837,50.213272,6.000111,0.037043,3.797474,80.66309,120.565721
6,Dato_formacion,,4226.5932,2.719653,49.906381,6.000111,0.037673,3.951927,71.622245,97.597761
4,Dato_formacion,,4226.7456,2.70304,49.661645,6.000111,0.043141,4.043488,50.412513,63.820451
4,Dato_formacion,,4226.898,2.69988,49.356209,10.778061,0.042238,4.116651,27.902706,29.513017
4,Dato_formacion,,4227.0504,2.699438,50.19912,16.457816,0.043281,4.101478,16.303564,16.879355
4,Dato_formacion,,4227.2028,2.661234,51.232459,30.373762,0.058634,4.264427,10.750988,9.834269
