Facies,Formation,Well Name,Depth,RHOB,DT,CGR,NPHI,PEF,MSFL,LLD
5,Dato_formacion,,4072.212,2.66863,55.404859,6.000002,0.095643,3.151255,121.917334,480.332413
5,Dato_formacion,,4072.3644,2.672029,54.861512,6.000002,0.093766,3.153083,150.158536,553.739201
5,Dato_formacion,,4072.5168,2.671925,54.970451,6.000002,0.09384,3.152983,166.397459,631.881721
5,Dato_formacion,,4072.6692,2.671903,54.971019,6.000002,0.093853,3.152972,139.390439,521.315378
5,Dato_formacion,,4072.8216,2.657282,55.249263,6.000002,0.101893,3.145169,102.37744,380.565378
5,Dato_formacion,,4072.974,2.656911,55.395576,6.000002,0.105185,3.062934,96.981514,385.047572
5,Dato_formacion,,4073.1264,2.657715,54.765221,6.000002,0.105185,3.051608,135.276569,503.086048
5,Dato_formacion,,4073.2788,2.674163,53.969562,6.000002,0.096143,3.060094,124.398908,409.189816
5,Dato_formacion,,4073.4312,2.674163,53.350222,6.000002,0.096143,3.060094,134.563068,403.394408
5,Dato_formacion,,4073.5836,2.674401,52.725111,6.000002,0.096143,3.056765,126.579928,345.297021
5,Dato_formacion,,4073.736,2.685498,52.475364,6.000002,0.090043,3.062422,130.951264,342.189461
5,Dato_formacion,,4073.8884,2.68539,52.21621,6.000002,0.090103,3.062367,134.626922,340.164807
5,Dato_formacion,,4074.0408,2.673803,51.941559,6.000002,0.092356,3.165129,153.217148,355.583573
5,Dato_formacion,,4074.1932,2.673545,51.596616,6,0.092503,3.165181,180.128113,402.864297
5,Dato_formacion,,4074.3456,2.677061,51.408976,6.000003,0.090562,3.167069,183.755341,400.696678
5,Dato_formacion,,4074.498,2.677061,51.408803,6.00001,0.090562,3.167069,183.995231,400.69445
5,Dato_formacion,,4074.6504,2.690181,50.078734,6.00001,0.083312,3.174084,200.964813,372.108984
5,Dato_formacion,,4074.8028,2.70392,50.17234,6.00001,0.079882,3.072229,156.868188,304.799749
5,Dato_formacion,,4074.9552,2.70392,50.39579,6.00001,0.079882,3.072229,154.341476,306.329474
5,Dato_formacion,,4075.1076,2.698919,50.764523,6.000017,0.078637,3.174651,219.44708,440.052054
5,Dato_formacion,,4075.26,2.703017,50.38622,6,0.079404,3.098322,323.264943,619.209284
5,Dato_formacion,,4075.4124,2.704042,50.429794,6.001418,0.072431,3.264516,418.497127,825.640031
5,Dato_formacion,,4075.5648,2.700455,50.732124,6,0.074467,3.261689,458.088356,1032.720172
5,Dato_formacion,,4075.7172,2.706041,50.694413,6,0.077704,3.099712,457.862121,1113.933823
5,Dato_formacion,,4075.8696,2.706824,50.886821,6,0.077446,3.095873,441.778665,1107.962877
5,Dato_formacion,,4076.022,2.706697,51.09883,6,0.077516,3.095809,429.95852,1109.939036
5,Dato_formacion,,4076.1744,2.706697,51.09883,6,0.077516,3.095809,429.95852,1109.939036
5,Dato_formacion,,4076.3268,2.706697,51.09883,6,0.077516,3.095809,464.98398,1238.04833
5,Dato_formacion,,4076.4792,2.696208,50.657972,6,0.079053,3.202247,410.862876,918.196889
5,Dato_formacion,,4076.6316,2.695998,51.015063,6,0.079169,3.202135,392.359085,917.204656
5,Dato_formacion,,4076.784,2.69663,51.301671,6.000001,0.079385,3.187613,372.809854,904.22625
5,Dato_formacion,,4076.9364,2.693371,51.578142,6,0.080318,3.209032,415.165899,1085.396527
5,Dato_formacion,,4077.0888,2.681331,52.049892,6,0.081993,3.333736,443.085226,1202.071374
5,Dato_formacion,,4077.2412,2.670918,52.267139,6,0.091883,3.220208,424.292018,1208.730373
5,Dato_formacion,,4077.3936,2.664842,52.494685,6,0.093354,3.26695,418.651817,1221.170775
5,Dato_formacion,,4077.546,2.664842,52.487296,6,0.093354,3.26695,418.979929,1221.046029
5,Dato_formacion,,4077.6984,2.661383,52.453456,6,0.097047,3.217358,392.728015,1115.700188
5,Dato_formacion,,4077.8508,2.658079,52.540915,6,0.098846,3.215595,307.147722,796.587783
5,Dato_formacion,,4078.0032,2.6594,52.003932,6,0.100012,3.165951,273.910397,648.882864
5,Dato_formacion,,4078.1556,2.657238,52.1577,6,0.100394,3.186349,271.76491,649.830372
5,Dato_formacion,,4078.308,2.657238,52.214294,6,0.100394,3.186349,225.608382,515.444756
5,Dato_formacion,,4078.4604,2.659398,52.166381,6,0.099186,3.188473,177.577329,388.043029
5,Dato_formacion,,4078.6128,2.6641,52.175671,6,0.099186,3.122165,174.659876,389.298215
5,Dato_formacion,,4078.7652,2.671442,52.120541,6,0.095132,3.12608,165.203297,360.735664
5,Dato_formacion,,4078.9176,2.672479,51.758653,6,0.094558,3.12694,132.786211,270.882581
5,Dato_formacion,,4079.07,2.675218,51.566309,6,0.093048,3.128388,134.55529,269.734979
5,Dato_formacion,,4079.2224,2.683057,51.26188,6,0.088742,3.132632,171.722319,348.425174
5,Dato_formacion,,4079.3748,2.686342,51.314534,6,0.087096,3.129569,140.372686,275.121469
5,Dato_formacion,,4079.5272,2.683375,51.134332,6,0.088682,3.128533,109.703686,204.616601
5,Dato_formacion,,4079.6796,2.711081,51.600449,6.000747,0.072543,3.165562,112.46801,213.115117
5,Dato_formacion,,4079.832,2.705608,51.699246,6.000053,0.075431,3.164672,98.051581,181.960915
5,Dato_formacion,,4079.9844,2.681119,51.713153,6.000031,0.081822,3.338239,70.822595,123.023318
5,Dato_formacion,,4080.1368,2.634016,52.33017,6.037991,0.10769,3.318091,56.330603,116.423424
5,Dato_formacion,,4080.2892,2.60651,52.782218,6.000004,0.122803,3.297918,72.191398,140.62458
5,Dato_formacion,,4080.4416,2.572562,53.208509,6.000001,0.136856,3.420557,68.506529,155.992876
5,Dato_formacion,,4080.594,2.572562,53.208509,6.000001,0.136856,3.420557,68.639169,155.992876
5,Dato_formacion,,4080.7464,2.575216,53.391408,6,0.134146,3.456958,108.284849,249.292801
5,Dato_formacion,,4080.8988,2.579988,53.519995,6,0.128864,3.53169,127.741228,282.828163
5,Dato_formacion,,4081.0512,2.610073,53.461718,6.000004,0.11675,3.422294,121.137169,282.66671
5,Dato_formacion,,4081.2036,2.61732,53.346414,6.000022,0.117792,3.28882,128.850269,329.458102
5,Dato_formacion,,4081.356,2.657931,52.921827,6.000001,0.09467,3.330465,199.836538,492.667309
5,Dato_formacion,,4081.5084,2.66577,52.710142,6.000001,0.09467,3.219574,172.180757,432.70004
5,Dato_formacion,,4081.6608,2.67185,52.551958,6,0.091235,3.223103,153.470249,375.124255
5,Dato_formacion,,4081.8132,2.674828,52.688433,6.000098,0.090625,3.19758,165.314492,421.391348
5,Dato_formacion,,4081.9656,2.700487,51.852371,6,0.074895,3.252612,288.059374,647.854018
5,Dato_formacion,,4082.118,2.707488,51.508475,6,0.074895,3.155301,266.922062,596.272098
5,Dato_formacion,,4082.2704,2.701617,51.01373,6,0.078596,3.138708,180.494528,364.088687
5,Dato_formacion,,4082.4228,2.664626,50.716567,6.000001,0.095784,3.203985,238.011898,462.217805
5,Dato_formacion,,4082.5752,2.661879,50.493428,6,0.098634,3.167998,329.556022,666.395268
5,Dato_formacion,,4082.7276,2.631738,50.226059,6.000004,0.104708,3.435091,336.582159,589.200158
5,Dato_formacion,,4082.88,2.63769,50.774679,6.000001,0.095745,3.589431,495.620544,887.709796
5,Dato_formacion,,4083.0324,2.646879,51.033117,6,0.088666,3.646376,461.861668,862.558918
5,Dato_formacion,,4083.1848,2.650957,50.941161,6,0.087473,3.620226,384.925632,708.257605
5,Dato_formacion,,4083.3372,2.657183,50.62986,6.000001,0.089044,3.48944,303.707396,553.671491
5,Dato_formacion,,4083.4896,2.661143,50.749837,6.000001,0.092971,3.328894,382.634401,770.285885
5,Dato_formacion,,4083.642,2.655548,50.512797,6,0.096758,3.307912,435.587192,882.486211
5,Dato_formacion,,4083.7944,2.65273,50.865028,6,0.099463,3.276199,471.883754,1030.35723
5,Dato_formacion,,4083.9468,2.655192,51.59721,6,0.099542,3.239187,434.550113,1041.173113
5,Dato_formacion,,4084.0992,2.644016,52.134629,6,0.101782,3.338467,438.171404,1106.082045
5,Dato_formacion,,4084.2516,2.644541,52.455293,6,0.101985,3.325595,423.789325,1124.645464
5,Dato_formacion,,4084.404,2.650045,52.772041,6.000002,0.098877,3.330173,420.497307,1186.992675
5,Dato_formacion,,4084.5564,2.648325,52.915291,6,0.099818,3.329211,351.218825,948.688935
5,Dato_formacion,,4084.7088,2.651637,52.796968,6,0.097968,3.331185,329.715122,859.783632
5,Dato_formacion,,4084.8612,2.659915,52.519184,6,0.093364,3.336047,336.754931,852.699539
5,Dato_formacion,,4085.0136,2.659597,52.207212,6.000002,0.09354,3.335882,344.109692,848.547411
5,Dato_formacion,,4085.166,2.656928,52.310064,6.000002,0.094506,3.348099,363.770471,920.791879
5,Dato_formacion,,4085.3184,2.658241,52.251572,6.000002,0.094506,3.329454,374.31121,952.984657
5,Dato_formacion,,4085.4708,2.653696,51.790428,6,0.09549,3.36817,452.041965,1082.501986
5,Dato_formacion,,4085.6232,2.653696,51.501035,6,0.09549,3.36817,460.970163,1077.929737
5,Dato_formacion,,4085.7756,2.667792,51.761082,6,0.093786,3.213057,304.775164,700.762617
5,Dato_formacion,,4085.928,2.665645,51.500686,6,0.097183,3.153453,228.324194,489.751334
5,Dato_formacion,,4086.0804,2.661936,51.485111,6,0.099231,3.151451,233.405418,503.097879
5,Dato_formacion,,4086.2328,2.666694,51.245912,6,0.09612,3.167512,274.415292,594.459831
5,Dato_formacion,,4086.3852,2.643731,51.178598,6,0.098554,3.428603,297.582465,595.950059
5,Dato_formacion,,4086.5376,2.641965,50.976376,6,0.100459,3.402455,259.696038,499.966602
5,Dato_formacion,,4086.69,2.622205,50.889101,6,0.110808,3.406678,217.192733,398.009427
5,Dato_formacion,,4086.8424,2.617617,50.935368,6,0.110808,3.472908,143.938814,250.981976
5,Dato_formacion,,4086.9948,2.621051,50.985873,6,0.102426,3.651492,327.11182,584.132562
5,Dato_formacion,,4087.1472,2.642067,51.041122,6,0.090086,3.679242,435.757012,804.54881
5,Dato_formacion,,4087.2996,2.672894,51.39887,6,0.076251,3.60562,364.49492,728.730507
6,Dato_formacion,,4087.452,2.700144,52.098884,6.000004,0.065182,3.507808,183.834966,361.301312
6,Dato_formacion,,4087.6044,2.704057,52.726536,6.000004,0.065226,3.451824,165.928688,358.87124
5,Dato_formacion,,4087.7568,2.688147,51.837405,6,0.078991,3.315629,342.750141,711.586291
5,Dato_formacion,,4087.9092,2.668613,51.58795,6,0.084283,3.453451,429.024655,931.04755
5,Dato_formacion,,4088.0616,2.640664,51.546615,6,0.095481,3.554466,433.715711,909.481852
5,Dato_formacion,,4088.214,2.631095,51.846041,6,0.100871,3.548177,461.777963,1005.149178
